Image	StartTime	PMIMage	PhotoFileIndex	FStopPan	FStopNIR	FStopRed	FStopGreen	FStopBlue	ExposurePan	ExposureNIR	ExposureRed	ExposureGreen	ExposureBlue	ModePan	ModeNIR	ModeRed	ModeGreen	ModeBlue	Pan1Omega	Pan1Phi	Pan1Kappa	Pan2Omega	Pan2Phi	Pan2Kappa	Pan3Omega	Pan3Phi	Pan3Kappa	Pan4Omega	Pan4Phi	Pan4Kappa	PANplatformcalib	MSplatformcalib	GraduatePan	GraduateNIR	GraduateRGB	GNtags	GBtags	GRtags	GVtags	GR00	GR01	GR02	GR10	GR11	GR12	GR20	GR21	GR22	GB00	GB01	GB02	GB10	GB11	GB12	GB20	GB21	GB22	GN00	GN01	GN02	GN10	GN11	GN12	GN20	GN21	GN22	GV00	GV01	GV02	GV10	GV11	GV12	GV20	GV21	GV22	TDI	MaxTDI	GBMatching	GBmatched	GBNumInv	GBOut	GBRMS	GRMatching	GRmatched	GRNumInv	GROut	GRRMS	GNMatching	GNmatched	GNNumInv	GNOut	GNRMS	GVMatching	GVmatched	GVNumInv	GVOut	GVRMS	GVDist	
3322a_320_02~0068	"04/15/13 17:06:53"	D:/CGA/Users/Dugal/MSc	20031	16.0	11.3	7.7	8.7	7.8	3.3	6.7	4.6	4.6	4.6	Auto	Auto	Auto	Auto	Auto	18.045624	9.977958	87.037085	17.896049	-10.300542	93.345964	-18.055492	-9.990349	-93.422291	-17.887671	10.313972	-87.161669	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9788616629E-001	-3.8720224757E-003	3.0693579478E+003	7.4820743462E-004	-1.0002391001E+000	2.0342887224E+003	2.0543163022E-007	-2.0993755152E-006	1.0000000000E+000	-9.9722569708E-001	-6.6310465332E-003	3.0696695242E+003	2.3298740386E-003	-1.0000793676E+000	2.0270090548E+003	1.2348028783E-007	-2.8129508722E-006	1.0000000000E+000	9.9891974297E-001	-5.1715754646E-003	6.3003416006E+000	3.2788626408E-003	9.9721196071E-001	-3.6051114945E-001	1.8445275433E-007	-1.4217416342E-006	1.0000000000E+000	-2.2845662698E-002	-4.8026399241E+000	9.0010678010E+003	4.7977538866E+000	-3.5164295239E-002	-1.8001306729E+002	3.0224409781E-007	-1.7170925295E-006	1.0000000000E+000	5	144	288	277	37	38	0.07536	288	278	25	33	0.07549	288	214	11	27	0.14390	288	258	78	35	0.25888	2.04
3322a_320_02~0069	"04/15/13 17:08:03"	D:/CGA/Users/Dugal/MSc	20032	16.0	11.3	7.7	8.7	7.8	3.3	6.7	4.6	4.6	4.6	Auto	Auto	Auto	Auto	Auto	18.045748	9.978385	87.036925	17.896804	-10.300293	93.347176	-18.055520	-9.991120	-93.419763	-17.888562	10.314054	-87.158653	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9796748203E-001	-3.7307504143E-003	3.0695022336E+003	8.4631261014E-004	-1.0002728204E+000	2.0342151364E+003	2.2607887853E-007	-2.0064442003E-006	1.0000000000E+000	-9.9728692171E-001	-6.6365745671E-003	3.0699840255E+003	2.5124449422E-003	-1.0003337779E+000	2.0271008242E+003	2.1880018902E-007	-2.7943883717E-006	1.0000000000E+000	9.9882913069E-001	-5.2361954980E-003	6.3609584925E+000	3.3213817604E-003	9.9692744804E-001	-3.1361124088E-001	1.7043826617E-007	-1.5018656548E-006	1.0000000000E+000	-2.2698149874E-002	-4.8021281862E+000	8.9994488628E+003	4.7961687723E+000	-3.5810452936E-002	-1.7806919988E+002	2.4117165723E-007	-1.7895589305E-006	1.0000000000E+000	5	144	288	275	22	26	0.07758	288	276	10	30	0.07048	288	204	7	24	0.13824	288	246	62	23	0.25314	2.53
3322a_320_02~0070	"04/15/13 17:09:09"	D:/CGA/Users/Dugal/MSc	20033	16.0	11.3	7.7	8.7	7.8	3.3	6.7	4.6	4.6	4.6	Auto	Auto	Auto	Auto	Auto	18.045463	9.977966	87.037113	17.895930	-10.300054	93.346590	-18.055435	-9.990683	-93.420932	-17.887486	10.313820	-87.161239	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9787776994E-001	-3.9053585165E-003	3.0691722721E+003	6.8434999525E-004	-1.0001813488E+000	2.0342389651E+003	1.1072808607E-007	-2.0951669479E-006	1.0000000000E+000	-9.9737944243E-001	-6.4533752954E-003	3.0699539764E+003	2.4287247086E-003	-1.0004247868E+000	2.0274204963E+003	1.3865536663E-007	-2.6808385483E-006	1.0000000000E+000	9.9916396688E-001	-5.0092850804E-003	6.0840888998E+000	3.3464704017E-003	9.9757075125E-001	-6.1413284795E-001	2.2494198830E-007	-1.2893344607E-006	1.0000000000E+000	-2.2954319619E-002	-4.8019994099E+000	9.0000334150E+003	4.7965991314E+000	-3.5922774928E-002	-1.7832111073E+002	2.6013243345E-007	-1.7521323529E-006	1.0000000000E+000	4	144	288	286	17	40	0.07631	288	286	13	42	0.07503	288	212	6	32	0.12928	288	312	69	40	0.25316	1.14
3322a_320_02~0071	"04/15/13 17:10:13"	D:/CGA/Users/Dugal/MSc	20034	16.0	11.3	7.7	8.7	7.8	3.3	6.7	4.6	4.6	4.6	Auto	Auto	Auto	Auto	Auto	18.045883	9.978284	87.036740	17.896766	-10.300295	93.346895	-18.055807	-9.990909	-93.420330	-17.888359	10.313963	-87.158770	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9791595932E-001	-3.8053441058E-003	3.0695575942E+003	9.3121099911E-004	-1.0003059995E+000	2.0342476931E+003	2.9940853181E-007	-2.0518123618E-006	1.0000000000E+000	-9.9721779280E-001	-6.7072544192E-003	3.0700145667E+003	2.5177642928E-003	-1.0003756245E+000	2.0272037110E+003	2.7143606112E-007	-2.8247874334E-006	1.0000000000E+000	9.9926735722E-001	-5.0389369103E-003	6.0059068452E+000	3.3632851626E-003	9.9743012924E-001	-5.6858760903E-001	2.6327609911E-007	-1.3459828877E-006	1.0000000000E+000	-2.2698599504E-002	-4.8023158905E+000	8.9998366809E+003	4.7967236745E+000	-3.5978982389E-002	-1.7815139617E+002	2.7803264275E-007	-1.7901147003E-006	1.0000000000E+000	3	144	288	279	49	29	0.07887	288	280	40	36	0.07501	288	218	11	30	0.12404	288	263	61	31	0.24989	0.91
3322a_320_02~0072	"04/15/13 17:11:15"	D:/CGA/Users/Dugal/MSc	20035	16.0	11.3	7.7	8.7	7.8	3.3	6.7	4.6	4.6	4.6	Auto	Auto	Auto	Auto	Auto	18.045656	9.978276	87.036978	17.896592	-10.300043	93.346881	-18.055577	-9.991036	-93.419977	-17.888204	10.313846	-87.159394	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9789256153E-001	-3.8559347037E-003	3.0694013760E+003	7.1814029672E-004	-1.0002353781E+000	2.0342820750E+003	1.9197636371E-007	-2.0413380336E-006	1.0000000000E+000	-9.9719697281E-001	-6.7075477813E-003	3.0697865851E+003	2.3541623672E-003	-1.0002450911E+000	2.0271289849E+003	1.5831889192E-007	-2.8229568024E-006	1.0000000000E+000	9.9891343369E-001	-5.1308457376E-003	6.3312967630E+000	3.3119386375E-003	9.9715775569E-001	-4.5353114610E-001	1.9475334314E-007	-1.4437826762E-006	1.0000000000E+000	-2.2785921297E-002	-4.8023672018E+000	9.0002616068E+003	4.7972112564E+000	-3.4790686971E-002	-1.7991515095E+002	2.7067251741E-007	-1.7018987642E-006	1.0000000000E+000	2	143	288	272	69	31	0.07020	288	274	50	32	0.06657	288	225	7	26	0.13487	288	247	88	31	0.24372	1.81
3322a_320_03~0073	"04/15/13 17:12:27"	D:/CGA/Users/Dugal/MSc	30000	16.0	8.0	7.7	8.7	7.8	3.5	3.5	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	18.045619	9.978010	87.037070	17.896181	-10.299965	93.346922	-18.055491	-9.991096	-93.419659	-17.887879	10.314087	-87.160679	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9778133613E-001	-3.9661948861E-003	3.0692702355E+003	8.8915042815E-004	-1.0002797992E+000	2.0341475951E+003	2.4213985885E-007	-2.1271083430E-006	1.0000000000E+000	-9.9722841579E-001	-6.7978117787E-003	3.0701497256E+003	2.6204217957E-003	-1.0004661282E+000	2.0272415455E+003	3.2437023504E-007	-2.8655741150E-006	1.0000000000E+000	9.9883107595E-001	-5.1156226710E-003	6.1818535414E+000	3.2648188540E-003	9.9716289027E-001	-6.6398283204E-001	1.6118267600E-007	-1.3819474993E-006	1.0000000000E+000	-2.2773904520E-002	-4.8019346963E+000	8.9997357205E+003	4.7959264916E+000	-3.5500337134E-002	-1.7834200869E+002	2.2722016531E-007	-1.7567744375E-006	1.0000000000E+000	3	144	288	281	31	28	0.07784	288	281	21	35	0.07337	288	237	6	38	0.11750	288	289	51	37	0.25414	1.66
3322a_320_03~0074	"04/15/13 17:13:41"	D:/CGA/Users/Dugal/MSc	30001	16.0	8.0	7.7	8.7	7.8	3.5	3.5	4.7	4.7	4.7	Auto	Auto	Auto	Auto	Auto	18.045680	9.978124	87.037021	17.896738	-10.300399	93.347274	-18.055450	-9.990818	-93.420689	-17.888493	10.314120	-87.159364	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9815981337E-001	-3.7184669877E-003	3.0698911147E+003	6.8110586659E-004	-1.0002930032E+000	2.0345595972E+003	2.2155100861E-007	-1.9351445941E-006	1.0000000000E+000	-9.9745103884E-001	-6.5217590167E-003	3.0703263944E+003	2.3611743993E-003	-1.0003478688E+000	2.0274825308E+003	2.1655304735E-007	-2.6785916803E-006	1.0000000000E+000	9.9869343760E-001	-5.1969994522E-003	6.4382255911E+000	3.2835189044E-003	9.9708168015E-001	-7.0464564525E-001	1.4739074140E-007	-1.4181135907E-006	1.0000000000E+000	-2.2832096595E-002	-4.8030618906E+000	9.0018797992E+003	4.7983228346E+000	-3.4885486837E-002	-1.8044766504E+002	3.3150667360E-007	-1.6541867223E-006	1.0000000000E+000	3	143	288	277	16	44	0.07749	288	279	14	45	0.07400	288	231	8	38	0.11820	288	265	71	35	0.25600	3.01
3322a_320_03~0075	"04/15/13 17:14:43"	D:/CGA/Users/Dugal/MSc	30002	16.0	8.0	7.7	8.7	7.8	3.5	3.5	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	18.045816	9.978180	87.036977	17.896569	-10.300196	93.346968	-18.055680	-9.990839	-93.420551	-17.888226	10.313892	-87.158794	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9795978896E-001	-3.8152454108E-003	3.0695809451E+003	9.0406469050E-004	-1.0003248186E+000	2.0342463108E+003	2.7559253629E-007	-2.0413633130E-006	1.0000000000E+000	-9.9727690356E-001	-6.6907578769E-003	3.0699638173E+003	2.5232986603E-003	-1.0003366458E+000	2.0270657498E+003	2.2421843604E-007	-2.8263472929E-006	1.0000000000E+000	9.9885874133E-001	-5.1244871106E-003	6.2530392863E+000	3.1606960029E-003	9.9728256568E-001	-5.1177754561E-001	1.4404042491E-007	-1.3238352191E-006	1.0000000000E+000	-2.2690672890E-002	-4.8016112098E+000	8.9985881108E+003	4.7955188127E+000	-3.6472939442E-002	-1.7735191378E+002	2.1358893922E-007	-1.8338671319E-006	1.0000000000E+000	4	144	288	276	21	30	0.07176	288	276	10	31	0.06776	288	232	8	29	0.12624	288	266	68	27	0.25593	4.52
3322a_320_03~0076	"04/15/13 17:15:45"	D:/CGA/Users/Dugal/MSc	30003	16.0	8.0	7.7	8.7	7.8	3.5	3.5	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	18.045797	9.978273	87.036951	17.896822	-10.300410	93.347023	-18.055824	-9.990902	-93.420781	-17.888313	10.314094	-87.158940	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9804586349E-001	-3.8397486135E-003	3.0697157544E+003	7.9772489806E-004	-1.0003712946E+000	2.0343670366E+003	2.3617739265E-007	-2.0410545280E-006	1.0000000000E+000	-9.9729179200E-001	-6.6768976426E-003	3.0700748172E+003	2.5230133340E-003	-1.0004073621E+000	2.0271909001E+003	2.4080054550E-007	-2.8093850338E-006	1.0000000000E+000	9.9871870402E-001	-5.1246632878E-003	6.2753512018E+000	3.2333131954E-003	9.9694744984E-001	-4.8288125164E-001	1.1526263596E-007	-1.4044970700E-006	1.0000000000E+000	-2.2597221627E-002	-4.8028336123E+000	9.0009120274E+003	4.7978181517E+000	-3.5035258167E-002	-1.8020782677E+002	3.0882844211E-007	-1.7089898002E-006	1.0000000000E+000	2	143	288	278	27	27	0.08053	288	279	15	40	0.06842	288	238	4	33	0.13002	288	245	63	23	0.30218	3.68
3322a_320_03~0077	"04/15/13 17:16:47"	D:/CGA/Users/Dugal/MSc	30004	16.0	8.0	7.7	8.7	7.8	3.5	3.5	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	18.045595	9.978165	87.037025	17.896330	-10.300433	93.346731	-18.055574	-9.990717	-93.421328	-17.887860	10.314035	-87.161234	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9799268797E-001	-3.8049714399E-003	3.0697391709E+003	9.6578153153E-004	-1.0003862636E+000	2.0342865453E+003	2.9675686476E-007	-2.0156158871E-006	1.0000000000E+000	-9.9727722515E-001	-6.6541297947E-003	3.0701178360E+003	2.6385955389E-003	-1.0003628037E+000	2.0270723869E+003	2.6527139892E-007	-2.7807202404E-006	1.0000000000E+000	9.9892961925E-001	-5.1726537320E-003	6.1321432816E+000	3.2813841259E-003	9.9721468241E-001	-6.8836350255E-001	1.8752071218E-007	-1.4249819788E-006	1.0000000000E+000	-2.2390395956E-002	-4.8021712298E+000	8.9992930965E+003	4.7964331959E+000	-3.5912153018E-002	-1.7835004994E+002	2.6435539600E-007	-1.7782934922E-006	1.0000000000E+000	4	144	288	281	24	31	0.06943	288	281	15	27	0.06937	288	237	5	35	0.13253	288	249	72	30	0.30183	2.46
3322a_320_03~0078	"04/15/13 17:17:50"	D:/CGA/Users/Dugal/MSc	30005	16.0	11.3	7.7	8.7	7.8	3.4	6.9	4.7	4.7	4.7	Auto	Auto	Auto	Auto	Auto	18.045948	9.978194	87.036948	17.896573	-10.300875	93.345016	-18.055718	-9.990578	-93.421567	-17.888291	10.314287	-87.160002	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9800237446E-001	-3.8220157900E-003	3.0697156150E+003	9.2955248162E-004	-1.0004062354E+000	2.0342977666E+003	3.0148858770E-007	-2.0479356564E-006	1.0000000000E+000	-9.9727792485E-001	-6.6949286951E-003	3.0700624122E+003	2.5714304841E-003	-1.0003685375E+000	2.0270791777E+003	2.7068902521E-007	-2.8460751700E-006	1.0000000000E+000	9.9906119992E-001	-5.1601593502E-003	6.0603743392E+000	3.3151886158E-003	9.9727295491E-001	-6.1743030357E-001	2.5150491713E-007	-1.4291740320E-006	1.0000000000E+000	-2.2606159416E-002	-4.8024392655E+000	9.0002904325E+003	4.7976835069E+000	-3.4714886017E-002	-1.8052386294E+002	2.8331785050E-007	-1.6642262926E-006	1.0000000000E+000	4	144	288	271	27	36	0.06596	288	271	12	31	0.06406	288	239	8	33	0.13699	288	235	64	31	0.29589	2.39
3322a_320_03~0079	"04/15/13 17:18:49"	D:/CGA/Users/Dugal/MSc	30006	16.0	8.0	7.7	8.7	7.8	3.5	3.5	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	18.045778	9.978157	87.036992	17.896703	-10.300629	93.346073	-18.055709	-9.990595	-93.421276	-17.888267	10.314112	-87.159538	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9791525770E-001	-3.8798279722E-003	3.0695241083E+003	9.2982660490E-004	-1.0003582148E+000	2.0342231939E+003	2.8129545791E-007	-2.0834002406E-006	1.0000000000E+000	-9.9732946256E-001	-6.6175229965E-003	3.0701360404E+003	2.5983319947E-003	-1.0004362944E+000	2.0271711605E+003	2.5675309768E-007	-2.7684891500E-006	1.0000000000E+000	9.9863929985E-001	-5.3455076299E-003	6.4150306796E+000	3.1826426218E-003	9.9679929169E-001	-3.3964156489E-001	1.2667423229E-007	-1.5594378974E-006	1.0000000000E+000	-2.2317259136E-002	-4.8026395865E+000	8.9998828357E+003	4.7970576865E+000	-3.6146934684E-002	-1.7832980585E+002	3.0946606638E-007	-1.8030874600E-006	1.0000000000E+000	4	144	288	280	12	36	0.07452	288	280	6	42	0.06880	288	253	222	6	0.05653	288	278	54	34	0.29044	2.23
3322a_320_03~0080	"04/15/13 17:19:49"	D:/CGA/Users/Dugal/MSc	30007	16.0	8.0	7.7	8.7	7.8	3.5	3.5	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	18.045728	9.977868	87.037094	17.896065	-10.300244	93.346802	-18.055624	-9.990321	-93.422691	-17.887666	10.313739	-87.161594	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9805471012E-001	-3.7676429586E-003	3.0698061559E+003	9.3357128699E-004	-1.0003563447E+000	2.0342710187E+003	2.9720285533E-007	-2.0029436137E-006	1.0000000000E+000	-9.9725380815E-001	-6.7306181974E-003	3.0700814197E+003	2.6280168839E-003	-1.0004016411E+000	2.0270785458E+003	2.8382718013E-007	-2.8302228278E-006	1.0000000000E+000	9.9866514702E-001	-5.2439719566E-003	6.3235274745E+000	3.2154070227E-003	9.9696555395E-001	-5.1624646650E-001	1.3106526930E-007	-1.4670355933E-006	1.0000000000E+000	-2.2502877758E-002	-4.8024345900E+000	9.0002112281E+003	4.7977196889E+000	-3.4976766626E-002	-1.8042488222E+002	2.8675934942E-007	-1.6637319914E-006	1.0000000000E+000	4	144	288	283	13	31	0.07658	288	284	5	30	0.06949	288	244	9	24	0.11634	288	252	41	34	0.29063	2.12
3322a_320_03~0081	"04/15/13 17:20:47"	D:/CGA/Users/Dugal/MSc	30008	16.0	8.0	7.7	8.7	7.8	3.5	3.5	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	18.045856	9.978213	87.036960	17.896932	-10.300606	93.347261	-18.055968	-9.990840	-93.421537	-17.888337	10.314298	-87.159724	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9782766899E-001	-3.9784980156E-003	3.0692955513E+003	8.0747375067E-004	-1.0002896029E+000	2.0341801716E+003	2.2441010685E-007	-2.1354182742E-006	1.0000000000E+000	-9.9722529589E-001	-6.6929187334E-003	3.0698805429E+003	2.4557357237E-003	-1.0003785748E+000	2.0272261845E+003	2.2158048655E-007	-2.8212228924E-006	1.0000000000E+000	9.9802603128E-001	-5.5645187103E-003	7.0753274717E+000	3.0555947566E-003	9.9620605275E-001	1.1625943537E-001	1.0360306320E-008	-1.6469791100E-006	1.0000000000E+000	-2.3067367672E-002	-4.8017743842E+000	8.9999218111E+003	4.7959341841E+000	-3.5903855176E-002	-1.7800070476E+002	2.2422899412E-007	-1.7765335320E-006	1.0000000000E+000	4	144	288	282	18	33	0.08471	288	282	10	37	0.08166	288	235	4	26	0.14533	288	279	51	33	0.26428	2.44
3322a_320_03~0082	"04/15/13 17:21:48"	D:/CGA/Users/Dugal/MSc	30009	16.0	8.0	7.7	8.7	7.8	3.5	3.5	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	18.045902	9.978182	87.036961	17.896767	-10.300528	93.347023	-18.055698	-9.990828	-93.420871	-17.888489	10.314203	-87.159482	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9803272071E-001	-3.7794702967E-003	3.0697404097E+003	8.8042948889E-004	-1.0003251554E+000	2.0343272574E+003	2.7903100693E-007	-1.9973143036E-006	1.0000000000E+000	-9.9729824797E-001	-6.6424410007E-003	3.0700413997E+003	2.5039657072E-003	-1.0003357709E+000	2.0271489142E+003	2.4087151987E-007	-2.7871606511E-006	1.0000000000E+000	9.9878194396E-001	-5.0484018118E-003	6.1997565824E+000	3.1986129259E-003	9.9712510944E-001	-5.1889924479E-001	1.3280433161E-007	-1.3584081483E-006	1.0000000000E+000	-2.2783754535E-002	-4.8022518520E+000	9.0003085429E+003	4.7968347560E+000	-3.5982260886E-002	-1.7845334032E+002	2.7525655532E-007	-1.7626485208E-006	1.0000000000E+000	4	144	288	280	37	26	0.06756	288	281	13	29	0.07209	288	221	7	34	0.12489	288	249	67	27	0.24070	0.83
3322a_320_03~0083	"04/15/13 17:22:51"	D:/CGA/Users/Dugal/MSc	30010	16.0	8.0	7.7	8.7	7.8	3.5	3.5	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	18.045847	9.978226	87.036957	17.896425	-10.300391	93.346129	-18.055621	-9.990837	-93.420798	-17.888165	10.314029	-87.160369	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9785497031E-001	-3.8827859923E-003	3.0693363651E+003	8.0335593005E-004	-1.0003023695E+000	2.0342091140E+003	2.1870542012E-007	-2.0751960120E-006	1.0000000000E+000	-9.9722080384E-001	-6.7048456003E-003	3.0699475774E+003	2.5155653571E-003	-1.0003989503E+000	2.0271744892E+003	2.4410737627E-007	-2.8187711287E-006	1.0000000000E+000	9.9843111696E-001	-5.1914051399E-003	6.4432136118E+000	3.1229753271E-003	9.9673065131E-001	-2.2247648606E-001	3.6079499732E-008	-1.4595742516E-006	1.0000000000E+000	-2.2708686477E-002	-4.8023340724E+000	9.0000448638E+003	4.7969210816E+000	-3.5299341614E-002	-1.7934922408E+002	2.6189063143E-007	-1.7313788789E-006	1.0000000000E+000	3	143	288	276	37	39	0.06668	288	279	13	52	0.06763	288	224	8	26	0.11705	288	237	62	26	0.23229	0.93
3322a_320_03~0084	"04/15/13 17:23:57"	D:/CGA/Users/Dugal/MSc	30011	16.0	11.3	7.7	8.7	7.8	3.4	6.9	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	18.045843	9.978148	87.036983	17.896156	-10.300502	93.346004	-18.055711	-9.990668	-93.421599	-17.887793	10.314060	-87.160907	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9804752344E-001	-3.8142442648E-003	3.0698517958E+003	9.2231807936E-004	-1.0003357125E+000	2.0343496037E+003	3.1407988471E-007	-2.0085444461E-006	1.0000000000E+000	-9.9726315030E-001	-6.7504155370E-003	3.0701695297E+003	2.6319945626E-003	-1.0004102314E+000	2.0271595527E+003	3.2878015929E-007	-2.8639141820E-006	1.0000000000E+000	9.9821633613E-001	-5.1597202338E-003	6.7886378524E+000	2.9591780620E-003	9.9668887611E-001	2.9644489124E-001	-2.1914840464E-008	-1.4215916929E-006	1.0000000000E+000	-2.2829387652E-002	-4.8024600836E+000	9.0009165635E+003	4.7974446454E+000	-3.5443818965E-002	-1.7972697790E+002	2.9828814453E-007	-1.7515908049E-006	1.0000000000E+000	4	144	288	283	50	41	0.08006	288	283	21	30	0.07889	480	352	316	9	0.05608	288	252	73	27	0.31750	0.95
3322a_320_03~0085	"04/15/13 17:25:07"	D:/CGA/Users/Dugal/MSc	30012	16.0	11.3	7.7	8.7	7.8	3.4	6.9	4.7	4.7	4.7	Auto	Auto	Auto	Auto	Auto	18.045895	9.978345	87.036910	17.896803	-10.300313	93.346743	-18.055773	-9.991118	-93.419757	-17.888459	10.314124	-87.159465	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9789207328E-001	-3.8316302066E-003	3.0693499356E+003	8.2155424367E-004	-1.0003175464E+000	2.0342369887E+003	2.2259116950E-007	-2.0647607863E-006	1.0000000000E+000	-9.9733081977E-001	-6.5973987476E-003	3.0700833169E+003	2.4832482884E-003	-1.0004076807E+000	2.0272489413E+003	2.2382278034E-007	-2.7543562121E-006	1.0000000000E+000	9.9917374126E-001	-4.9624161945E-003	5.5720040527E+000	3.2042493166E-003	9.9732829246E-001	-4.5955554974E-001	1.9265691300E-007	-1.3957139631E-006	1.0000000000E+000	-2.2558858828E-002	-4.8025489597E+000	9.0001506337E+003	4.7970842149E+000	-3.5229002375E-002	-1.7933186786E+002	2.7910128345E-007	-1.7175183711E-006	1.0000000000E+000	3	144	288	282	31	38	0.07103	288	282	16	41	0.07263	288	238	211	5	0.04902	288	257	78	26	0.24866	1.24
3322a_320_03~0086	"04/15/13 17:26:09"	D:/CGA/Users/Dugal/MSc	30013	16.0	11.3	7.7	8.7	7.8	3.4	6.9	4.7	4.7	4.7	Auto	Auto	Auto	Auto	Auto	18.045912	9.978159	87.036966	17.896734	-10.300186	93.346919	-18.055845	-9.990947	-93.420656	-17.888337	10.314018	-87.159289	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9802595682E-001	-3.8295507220E-003	3.0697926070E+003	9.0673165058E-004	-1.0003450067E+000	2.0343091453E+003	2.9245728815E-007	-2.0319350182E-006	1.0000000000E+000	-9.9733919410E-001	-6.6256741453E-003	3.0702292062E+003	2.6286582693E-003	-1.0004252047E+000	2.0271628951E+003	2.8623242312E-007	-2.7785617723E-006	1.0000000000E+000	9.9869608040E-001	-5.2745792608E-003	6.3468792761E+000	3.2377938976E-003	9.9689853186E-001	-4.1073021961E-001	1.4995595005E-007	-1.4881124999E-006	1.0000000000E+000	-2.2532839045E-002	-4.8024539088E+000	9.0002181712E+003	4.7974710194E+000	-3.5079772977E-002	-1.8016101780E+002	2.8080439818E-007	-1.7076069180E-006	1.0000000000E+000	3	143	288	281	28	33	0.07272	288	281	16	34	0.07178	288	227	8	37	0.14134	288	295	75	40	0.26187	0.83
3322a_320_03~0087	"04/15/13 17:27:08"	D:/CGA/Users/Dugal/MSc	30014	16.0	8.0	7.7	8.7	7.8	3.5	3.5	4.7	4.7	4.7	Auto	Auto	Auto	Auto	Auto	18.045884	9.978397	87.036895	17.896702	-10.300188	93.347041	-18.055691	-9.991048	-93.420143	-17.888414	10.313869	-87.158667	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9779052302E-001	-4.0335540637E-003	3.0693976179E+003	8.6912993960E-004	-1.0003108644E+000	2.0342276900E+003	2.7363107644E-007	-2.1496405498E-006	1.0000000000E+000	-9.9717889483E-001	-6.8121181354E-003	3.0699726238E+003	2.5366300130E-003	-1.0003499885E+000	2.0271586322E+003	2.7157170668E-007	-2.8916846903E-006	1.0000000000E+000	9.9890775660E-001	-5.1287646630E-003	6.2052183188E+000	3.2124109441E-003	9.9731339651E-001	-6.6958343463E-001	1.3403579828E-007	-1.3251131111E-006	1.0000000000E+000	-2.3075358113E-002	-4.8017949907E+000	8.9999894969E+003	4.7960849321E+000	-3.6434504934E-002	-1.7776984680E+002	2.3289125735E-007	-1.8024186740E-006	1.0000000000E+000	3	144	288	281	16	39	0.07565	288	282	2	42	0.07126	288	225	7	39	0.12221	288	262	78	35	0.27734	2.40
3322a_320_03~0088	"04/15/13 17:28:09"	D:/CGA/Users/Dugal/MSc	30015	16.0	8.0	7.7	8.7	7.8	3.5	3.5	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	18.045868	9.978132	87.036983	17.896627	-10.300200	93.347117	-18.055656	-9.990703	-93.421057	-17.888348	10.313801	-87.159783	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9788949300E-001	-3.8049051624E-003	3.0694110892E+003	7.7076907485E-004	-1.0003225399E+000	2.0344089062E+003	2.5315403721E-007	-2.0630551980E-006	1.0000000000E+000	-9.9716685393E-001	-6.6813494642E-003	3.0698470075E+003	2.4449158349E-003	-1.0003566671E+000	2.0272563699E+003	2.4213869788E-007	-2.8410233919E-006	1.0000000000E+000	9.9899676595E-001	-5.1953771935E-003	6.1094565416E+000	3.2229563105E-003	9.9725717200E-001	-7.0867148586E-001	1.7202477611E-007	-1.4465047240E-006	1.0000000000E+000	-2.2742227666E-002	-4.8024342863E+000	9.0006373358E+003	4.7973967693E+000	-3.4973399941E-002	-1.7960640236E+002	2.7983114370E-007	-1.6672103121E-006	1.0000000000E+000	3	143	288	282	20	37	0.06841	288	282	2	44	0.06613	288	224	191	7	0.06370	288	263	90	23	0.31213	1.95
