Image	StartTime	PhotoFileIndex	FStopPan	FStopNIR	FStopRed	FStopGreen	FStopBlue	ExposurePan	ExposureNIR	ExposureRed	ExposureGreen	ExposureBlue	ModePan	ModeNIR	ModeRed	ModeGreen	ModeBlue	GraduatePan	GraduateNIR	GraduateRGB	
3321b_3172_04~0135	"04/16/13 10:26:07"	30029	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0136	"04/16/13 10:27:07"	30030	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0137	"04/16/13 10:28:03"	30031	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0138	"04/16/13 10:29:01"	30032	16.0	8.0	7.7	8.7	7.8	5.1	5.1	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0139	"04/16/13 10:30:00"	30033	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0140	"04/16/13 10:31:00"	30034	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.1	7.1	7.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0141	"04/16/13 10:31:58"	40000	16.0	8.0	7.7	8.7	7.8	5.4	5.4	7.2	7.2	7.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0142	"04/16/13 10:33:01"	40001	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.2	7.2	7.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0143	"04/16/13 10:34:00"	40002	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.1	7.1	7.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0144	"04/16/13 10:35:00"	40003	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0145	"04/16/13 10:36:01"	40004	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0146	"04/16/13 10:36:56"	40005	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0147	"04/16/13 10:37:54"	40006	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0148	"04/16/13 10:38:55"	40007	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0149	"04/16/13 10:39:54"	40008	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0150	"04/16/13 10:40:54"	40009	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0151	"04/16/13 10:41:57"	40010	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0152	"04/16/13 10:42:56"	40011	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.1	7.1	7.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0153	"04/16/13 10:43:54"	40012	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0154	"04/16/13 10:44:55"	40013	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.1	7.1	7.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0155	"04/16/13 10:45:56"	40014	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.2	7.2	7.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0156	"04/16/13 10:49:16"	40015	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.1	7.1	7.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0157	"04/16/13 10:50:07"	40016	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.1	7.1	7.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0158	"04/16/13 10:48:16"	40017	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.1	7.1	7.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0156	"04/16/13 10:49:16"	40015	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.1	7.1	7.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0157	"04/16/13 10:50:07"	40016	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.1	7.1	7.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0159	"04/16/13 10:50:54"	40018	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.1	7.1	7.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0160	"04/16/13 10:51:59"	40019	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.1	7.1	7.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0161	"04/16/13 10:52:57"	40020	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0162	"04/16/13 10:53:55"	40021	16.0	8.0	7.7	8.7	7.8	5.2	5.2	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0163	"04/16/13 10:54:55"	40022	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.8	6.8	6.8	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0164	"04/16/13 10:55:51"	40023	16.0	8.0	7.7	8.7	7.8	5.0	5.0	6.8	6.8	6.8	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0165	"04/16/13 10:56:54"	40024	16.0	8.0	7.7	8.7	7.8	5.0	5.0	6.8	6.8	6.8	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0166	"04/16/13 10:57:52"	40025	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.7	6.7	6.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0167	"04/16/13 10:58:50"	40026	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.7	6.7	6.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0168	"04/16/13 11:01:55"	40027	16.0	8.0	7.7	8.7	7.8	4.8	4.8	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0169	"04/16/13 11:02:41"	40028	16.0	8.0	7.7	8.7	7.8	4.8	4.8	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0170	"04/16/13 11:00:56"	40029	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.8	6.8	6.8	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0168	"04/16/13 11:01:55"	40027	16.0	8.0	7.7	8.7	7.8	4.8	4.8	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0169	"04/16/13 11:02:41"	40028	16.0	8.0	7.7	8.7	7.8	4.8	4.8	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0171	"04/16/13 11:03:30"	40030	16.0	8.0	7.7	8.7	7.8	5.1	5.1	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0172	"04/16/13 11:04:28"	40031	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.1	7.1	7.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0173	"04/16/13 11:05:26"	40032	16.0	8.0	7.7	8.7	7.8	5.3	5.3	7.1	7.1	7.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0174	"04/16/13 11:06:23"	40033	16.0	8.0	7.7	8.7	7.8	5.1	5.1	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_05~0175	"04/16/13 11:07:18"	40034	16.0	8.0	7.7	8.7	7.8	5.0	5.0	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0176	"04/16/13 11:12:20"	50000	16.0	8.0	5.4	6.2	5.5	5.8	5.8	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0177	"04/16/13 11:13:08"	50001	16.0	8.0	5.4	6.2	5.5	5.9	5.9	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0178	"04/16/13 11:13:57"	50002	16.0	8.0	5.4	6.2	5.5	5.9	5.9	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0179	"04/16/13 11:14:43"	50003	16.0	8.0	5.4	6.2	5.5	5.8	5.8	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0180	"04/16/13 11:15:37"	50004	16.0	8.0	5.4	6.2	5.5	5.7	5.7	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0181	"04/16/13 11:11:20"	50005	16.0	8.0	7.7	8.7	7.8	5.7	5.7	7.7	7.7	7.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0176	"04/16/13 11:12:20"	50000	16.0	8.0	5.4	6.2	5.5	5.8	5.8	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0177	"04/16/13 11:13:08"	50001	16.0	8.0	5.4	6.2	5.5	5.9	5.9	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0178	"04/16/13 11:13:57"	50002	16.0	8.0	5.4	6.2	5.5	5.9	5.9	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0179	"04/16/13 11:14:43"	50003	16.0	8.0	5.4	6.2	5.5	5.8	5.8	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0180	"04/16/13 11:15:37"	50004	16.0	8.0	5.4	6.2	5.5	5.7	5.7	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0182	"04/16/13 11:16:26"	50006	16.0	8.0	5.4	6.2	5.5	5.8	5.8	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0183	"04/16/13 11:17:26"	50007	16.0	8.0	5.4	6.2	5.5	5.9	5.9	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0184	"04/16/13 11:18:25"	50008	16.0	8.0	5.4	6.2	5.5	6.0	6.0	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0185	"04/16/13 11:19:25"	50009	16.0	8.0	5.4	6.2	5.5	5.9	5.9	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0186	"04/16/13 11:20:25"	50010	16.0	8.0	7.7	8.7	7.8	5.8	5.8	7.7	7.7	7.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0187	"04/16/13 11:21:21"	50011	16.0	8.0	7.7	8.7	7.8	5.6	5.6	7.6	7.6	7.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0188	"04/16/13 11:22:18"	50012	16.0	8.0	7.7	8.7	7.8	5.6	5.6	7.5	7.5	7.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0189	"04/16/13 11:23:16"	50013	16.0	8.0	7.7	8.7	7.8	5.6	5.6	7.4	7.4	7.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0190	"04/16/13 11:25:48"	50014	16.0	8.0	7.7	8.7	7.8	5.6	5.6	7.5	7.5	7.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0191	"04/16/13 11:24:49"	50015	16.0	8.0	7.7	8.7	7.8	5.6	5.6	7.4	7.4	7.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0190	"04/16/13 11:25:48"	50014	16.0	8.0	7.7	8.7	7.8	5.6	5.6	7.5	7.5	7.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0192	"04/16/13 11:33:11"	50016	16.0	8.0	7.7	8.7	7.8	5.6	5.6	7.5	7.5	7.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0193	"04/16/13 11:33:59"	50017	16.0	8.0	7.7	8.7	7.8	5.7	5.7	7.6	7.6	7.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0194	"04/16/13 11:34:48"	50018	16.0	8.0	7.7	8.7	7.8	5.8	5.8	7.7	7.7	7.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0195	"04/16/13 11:35:35"	50019	16.0	8.0	5.4	6.2	5.5	5.9	5.9	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0196	"04/16/13 11:36:21"	50020	16.0	8.0	5.4	6.2	5.5	5.9	5.9	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0197	"04/16/13 11:37:08"	50021	16.0	8.0	5.4	6.2	5.5	5.9	5.9	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0198	"04/16/13 11:37:57"	50022	16.0	8.0	5.4	6.2	5.5	5.9	5.9	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0199	"04/16/13 11:38:44"	50023	16.0	8.0	5.4	6.2	5.5	5.9	5.9	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0200	"04/16/13 11:39:29"	50024	16.0	8.0	5.4	6.2	5.5	6.0	6.0	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0201	"04/16/13 11:32:07"	50025	16.0	8.0	5.4	6.2	5.5	6.0	6.0	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0192	"04/16/13 11:33:11"	50016	16.0	8.0	7.7	8.7	7.8	5.6	5.6	7.5	7.5	7.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0193	"04/16/13 11:33:59"	50017	16.0	8.0	7.7	8.7	7.8	5.7	5.7	7.6	7.6	7.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0194	"04/16/13 11:34:48"	50018	16.0	8.0	7.7	8.7	7.8	5.8	5.8	7.7	7.7	7.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0195	"04/16/13 11:35:35"	50019	16.0	8.0	5.4	6.2	5.5	5.9	5.9	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0196	"04/16/13 11:36:21"	50020	16.0	8.0	5.4	6.2	5.5	5.9	5.9	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0197	"04/16/13 11:37:08"	50021	16.0	8.0	5.4	6.2	5.5	5.9	5.9	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0198	"04/16/13 11:37:57"	50022	16.0	8.0	5.4	6.2	5.5	5.9	5.9	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0199	"04/16/13 11:38:44"	50023	16.0	8.0	5.4	6.2	5.5	5.9	5.9	3.9	3.9	3.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0200	"04/16/13 11:39:29"	50024	16.0	8.0	5.4	6.2	5.5	6.0	6.0	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0202	"04/16/13 11:40:14"	50026	16.0	8.0	5.4	6.2	5.5	6.0	6.0	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0203	"04/16/13 11:41:11"	50027	16.0	8.0	5.4	6.2	5.5	6.0	6.0	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0204	"04/16/13 11:42:10"	50028	16.0	8.0	5.4	6.2	5.5	6.1	6.1	4.1	4.1	4.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0205	"04/16/13 11:43:11"	50029	16.0	8.0	5.4	6.2	5.5	6.2	6.2	4.1	4.1	4.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0206	"04/16/13 11:44:12"	50030	16.0	8.0	5.4	6.2	5.5	6.1	6.1	4.1	4.1	4.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0207	"04/16/13 11:45:12"	50031	16.0	8.0	5.4	6.2	5.5	6.1	6.1	4.1	4.1	4.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0208	"04/16/13 11:46:13"	50032	16.0	8.0	5.4	6.2	5.5	6.0	6.0	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0209	"04/16/13 11:47:12"	50033	16.0	8.0	5.4	6.2	5.5	6.0	6.0	4.0	4.0	4.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0210	"04/16/13 11:48:48"	50034	16.0	8.0	5.4	6.2	5.5	6.1	6.1	4.1	4.1	4.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_06~0210	"04/16/13 11:48:48"	50034	16.0	8.0	5.4	6.2	5.5	6.1	6.1	4.1	4.1	4.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0211	"04/16/13 11:49:32"	130000	16.0	8.0	7.7	8.7	7.8	3.7	3.7	5.2	5.2	5.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0212	"04/16/13 11:50:35"	130001	16.0	8.0	7.7	8.7	7.8	3.8	3.8	5.2	5.2	5.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0213	"04/16/13 11:51:41"	130002	16.0	8.0	7.7	8.7	7.8	3.8	3.8	5.3	5.3	5.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0214	"04/16/13 11:52:43"	130003	16.0	8.0	7.7	8.7	7.8	3.8	3.8	5.2	5.2	5.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0215	"04/16/13 11:53:43"	130004	16.0	8.0	7.7	8.7	7.8	3.7	3.7	5.1	5.1	5.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0216	"04/16/13 11:54:44"	130005	16.0	11.3	7.7	8.7	7.8	3.6	7.2	5.0	5.0	5.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0217	"04/16/13 11:57:27"	130006	16.0	11.3	7.7	8.7	7.8	3.5	7.0	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0218	"04/16/13 11:56:24"	130007	16.0	11.3	7.7	8.7	7.8	3.4	6.8	4.7	4.7	4.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0217	"04/16/13 11:57:27"	130006	16.0	11.3	7.7	8.7	7.8	3.5	7.0	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0219	"04/16/13 11:58:16"	130008	16.0	11.3	7.7	8.7	7.8	3.3	6.6	4.5	4.5	4.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0220	"04/16/13 11:59:15"	130009	16.0	11.3	7.7	8.7	7.8	3.2	6.4	4.4	4.4	4.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0221	"04/16/13 12:00:13"	130010	16.0	11.3	7.7	8.7	7.8	3.2	6.3	4.4	4.4	4.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0222	"04/16/13 12:01:13"	130011	16.0	11.3	7.7	8.7	7.8	3.2	6.4	4.4	4.4	4.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0223	"04/16/13 12:02:13"	130012	16.0	11.3	7.7	8.7	7.8	3.2	6.5	4.4	4.4	4.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0224	"04/16/13 12:03:13"	130013	16.0	11.3	7.7	8.7	7.8	3.3	6.6	4.5	4.5	4.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0225	"04/16/13 12:04:14"	130014	16.0	11.3	7.7	8.7	7.8	3.3	6.6	4.5	4.5	4.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0226	"04/16/13 12:05:15"	130015	16.0	11.3	7.7	8.7	7.8	3.3	6.6	4.5	4.5	4.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0227	"04/16/13 12:06:15"	130016	16.0	11.3	7.7	8.7	7.8	3.3	6.6	4.5	4.5	4.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0228	"04/16/13 12:07:14"	130017	16.0	11.3	7.7	8.7	7.8	3.3	6.6	4.5	4.5	4.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0229	"04/16/13 12:08:20"	130018	16.0	11.3	7.7	8.7	7.8	3.3	6.6	4.5	4.5	4.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0230	"04/16/13 12:09:24"	130019	16.0	11.3	7.7	8.7	7.8	3.3	6.6	4.6	4.6	4.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0231	"04/16/13 12:10:21"	130020	16.0	11.3	7.7	8.7	7.8	3.3	6.7	4.6	4.6	4.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0232	"04/16/13 12:11:17"	130021	16.0	11.3	7.7	8.7	7.8	3.3	6.7	4.6	4.6	4.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0233	"04/16/13 12:12:18"	130022	16.0	11.3	7.7	8.7	7.8	3.3	6.7	4.6	4.6	4.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0234	"04/16/13 12:13:21"	130023	16.0	11.3	7.7	8.7	7.8	3.3	6.7	4.6	4.6	4.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0235	"04/16/13 12:14:22"	130024	16.0	11.3	7.7	8.7	7.8	3.4	6.7	4.6	4.6	4.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0236	"04/16/13 12:15:21"	130025	16.0	11.3	7.7	8.7	7.8	3.4	6.8	4.7	4.7	4.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0237	"04/16/13 12:16:25"	130026	16.0	11.3	7.7	8.7	7.8	3.5	6.9	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0238	"04/16/13 12:17:27"	130027	16.0	11.3	7.7	8.7	7.8	3.5	7.0	4.9	4.9	4.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0239	"04/16/13 12:18:29"	130028	16.0	11.3	7.7	8.7	7.8	3.5	7.0	4.9	4.9	4.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0240	"04/16/13 12:19:31"	130029	16.0	11.3	7.7	8.7	7.8	3.5	7.1	4.9	4.9	4.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0241	"04/16/13 12:20:28"	130030	16.0	11.3	7.7	8.7	7.8	3.5	7.0	4.9	4.9	4.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0242	"04/16/13 12:21:24"	130031	16.0	11.3	7.7	8.7	7.8	3.4	6.9	4.8	4.8	4.8	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0243	"04/16/13 12:22:24"	130032	16.0	11.3	7.7	8.7	7.8	3.5	6.9	4.9	4.9	4.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0244	"04/16/13 12:23:25"	130033	16.0	11.3	7.7	8.7	7.8	3.6	7.2	5.0	5.0	5.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_07~0245	"04/16/13 12:24:24"	130034	16.0	8.0	7.7	8.7	7.8	3.7	3.7	5.1	5.1	5.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_08~0246	"04/16/13 12:25:26"	120000	16.0	8.0	7.7	8.7	7.8	3.8	3.8	5.3	5.3	5.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_08~0247	"04/16/13 12:26:27"	120001	16.0	8.0	7.7	8.7	7.8	3.7	3.7	5.1	5.1	5.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_08~0248	"04/16/13 12:27:29"	120002	16.0	8.0	7.7	8.7	7.8	3.7	3.7	5.1	5.1	5.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_08~0249	"04/16/13 12:28:29"	120003	16.0	8.0	7.7	8.7	7.8	3.7	3.7	5.2	5.2	5.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_08~0250	"04/16/13 12:29:29"	120004	16.0	8.0	7.7	8.7	7.8	3.8	3.8	5.3	5.3	5.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_08~0251	"04/16/13 12:30:27"	120005	16.0	8.0	7.7	8.7	7.8	4.0	4.0	5.5	5.5	5.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_08~0252	"04/16/13 12:31:29"	120006	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_08~0253	"04/16/13 12:32:30"	120007	16.0	8.0	7.7	8.7	7.8	4.0	4.0	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_08~0254	"04/16/13 12:33:33"	120008	16.0	8.0	7.7	8.7	7.8	3.9	3.9	5.5	5.5	5.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
