Image	StartTime	PMIMage	PhotoFileIndex	FStopPan	FStopNIR	FStopRed	FStopGreen	FStopBlue	ExposurePan	ExposureNIR	ExposureRed	ExposureGreen	ExposureBlue	ModePan	ModeNIR	ModeRed	ModeGreen	ModeBlue	Pan1Omega	Pan1Phi	Pan1Kappa	Pan2Omega	Pan2Phi	Pan2Kappa	Pan3Omega	Pan3Phi	Pan3Kappa	Pan4Omega	Pan4Phi	Pan4Kappa	PANplatformcalib	MSplatformcalib	GraduatePan	GraduateNIR	GraduateRGB	GNtags	GBtags	GRtags	GVtags	GR00	GR01	GR02	GR10	GR11	GR12	GR20	GR21	GR22	GB00	GB01	GB02	GB10	GB11	GB12	GB20	GB21	GB22	GN00	GN01	GN02	GN10	GN11	GN12	GN20	GN21	GN22	GV00	GV01	GV02	GV10	GV11	GV12	GV20	GV21	GV22	TDI	MaxTDI	GBMatching	GBmatched	GBNumInv	GBOut	GBRMS	GRMatching	GRmatched	GRNumInv	GROut	GRRMS	GNMatching	GNmatched	GNNumInv	GNOut	GNRMS	GVMatching	GVmatched	GVNumInv	GVOut	GVRMS	GVDist	
3321b_3172_02~0070	"04/20/13 11:41:47"	D:/CGA/Users/Dugal/MSc	10034	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	18.045925	9.977686	87.037115	17.896322	-10.300785	93.347570	-18.055811	-9.990606	-93.421409	-17.887986	10.314742	-87.160159	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9787634011E-001	-3.8641007987E-003	3.0694431721E+003	7.9919134083E-004	-1.0003246498E+000	2.0344459111E+003	2.8973694194E-007	-2.0598964712E-006	1.0000000000E+000	-9.9714717893E-001	-6.8186124806E-003	3.0701669652E+003	2.5179201229E-003	-1.0004400025E+000	2.0273593513E+003	3.2386782590E-007	-2.8861375451E-006	1.0000000000E+000	9.9871927843E-001	-5.1585678182E-003	6.1492921223E+000	3.1096988652E-003	9.9718135744E-001	-1.2892781893E-001	1.3610133560E-007	-1.4207839747E-006	1.0000000000E+000	-2.2655646058E-002	-4.8020182974E+000	9.0001744844E+003	4.7965449057E+000	-3.5476906331E-002	-1.7826687863E+002	2.9032612190E-007	-1.7023400293E-006	1.0000000000E+000	5	144	288	279	25	42	0.06695	288	279	27	22	0.06564	288	236	14	22	0.13818	288	242	53	20	0.28099	1.30
3321b_3172_03~0071	"04/20/13 11:42:44"	D:/CGA/Users/Dugal/MSc	20000	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	18.045769	9.977774	87.037117	17.896869	-10.300929	93.347766	-18.055581	-9.990633	-93.420213	-17.888601	10.314819	-87.158885	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9809827040E-001	-3.7247647080E-003	3.0697820882E+003	8.7087473673E-004	-1.0003339117E+000	2.0342522356E+003	2.8355558920E-007	-1.9680647183E-006	1.0000000000E+000	-9.9733133166E-001	-6.5671915599E-003	3.0702839705E+003	2.5283565691E-003	-1.0003686920E+000	2.0271467705E+003	2.7148956908E-007	-2.7482376949E-006	1.0000000000E+000	9.9884395253E-001	-5.1422782745E-003	5.9528100514E+000	3.2027069687E-003	9.9715728890E-001	-9.2641163417E-001	1.2767792202E-007	-1.4020924136E-006	1.0000000000E+000	-2.2427902774E-002	-4.8020403364E+000	9.0000663454E+003	4.7972810754E+000	-3.5124385237E-002	-1.8002777023E+002	2.8525015027E-007	-1.7049741783E-006	1.0000000000E+000	2	143	288	279	92	30	0.08729	288	281	54	42	0.07751	288	242	13	26	0.13249	288	286	116	39	0.35481	1.76
3321b_3172_03~0072	"04/20/13 11:43:44"	D:/CGA/Users/Dugal/MSc	20001	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	18.045750	9.977634	87.037165	17.896710	-10.301492	93.347139	-18.055831	-9.989937	-93.422458	-17.888110	10.314858	-87.161069	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9804333454E-001	-3.7895865898E-003	3.0696984137E+003	8.6708401641E-004	-1.0003595653E+000	2.0342753607E+003	2.6267144205E-007	-2.0087283406E-006	1.0000000000E+000	-9.9731758384E-001	-6.6627162603E-003	3.0703154643E+003	2.5398796359E-003	-1.0004762324E+000	2.0272401980E+003	2.7918055874E-007	-2.7955116244E-006	1.0000000000E+000	9.9877752168E-001	-5.2272546044E-003	6.0539024028E+000	3.2717616806E-003	9.9704462861E-001	-9.9093021851E-001	1.3278440136E-007	-1.4689069400E-006	1.0000000000E+000	-2.2585403252E-002	-4.8021382098E+000	9.0000532461E+003	4.7968376381E+000	-3.5806747346E-002	-1.7877340045E+002	3.0375408714E-007	-1.7733131822E-006	1.0000000000E+000	2	143	288	277	76	26	0.09871	288	277	41	27	0.09261	288	245	6	25	0.14836	288	281	120	22	0.37245	1.37
3321b_3172_03~0073	"04/20/13 11:44:43"	D:/CGA/Users/Dugal/MSc	20002	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	18.045915	9.977954	87.037031	17.897129	-10.301162	93.347856	-18.055796	-9.990654	-93.420402	-17.888774	10.314899	-87.158626	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9805400281E-001	-3.7957440030E-003	3.0697073961E+003	8.6477943166E-004	-1.0002974828E+000	2.0342231099E+003	2.6647476603E-007	-2.0096512416E-006	1.0000000000E+000	-9.9732426572E-001	-6.6115977725E-003	3.0703066788E+003	2.5972260773E-003	-1.0004069271E+000	2.0271447324E+003	2.7910713795E-007	-2.7656236820E-006	1.0000000000E+000	9.9878117633E-001	-5.2504357534E-003	6.1068872669E+000	3.2639885239E-003	9.9699901720E-001	-8.8867347324E-001	1.5262430125E-007	-1.4980491322E-006	1.0000000000E+000	-2.2592253877E-002	-4.8021741256E+000	9.0000620970E+003	4.7958576023E+000	-3.5957035741E-002	-1.7783331137E+002	2.4918562338E-007	-1.7799709775E-006	1.0000000000E+000	2	143	288	271	69	24	0.08774	288	271	30	28	0.08887	288	237	7	31	0.12780	288	238	91	26	0.38503	1.53
3321b_3172_03~0074	"04/20/13 11:45:47"	D:/CGA/Users/Dugal/MSc	20003	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	18.045804	9.977532	87.037187	17.896170	-10.300689	93.347819	-18.055373	-9.990290	-93.421201	-17.888131	10.314450	-87.160228	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9794659948E-001	-3.7800669152E-003	3.0695797557E+003	9.4676357780E-004	-1.0003409228E+000	2.0342132639E+003	3.0972577709E-007	-2.0160971560E-006	1.0000000000E+000	-9.9726263848E-001	-6.5481563016E-003	3.0701244564E+003	2.5713743632E-003	-1.0003819013E+000	2.0271191690E+003	2.6325405792E-007	-2.7591141783E-006	1.0000000000E+000	9.9895538269E-001	-5.1986191994E-003	5.9835556503E+000	3.2884795845E-003	9.9726514424E-001	-1.0460975342E+000	1.9516353414E-007	-1.4412510342E-006	1.0000000000E+000	-2.2677009029E-002	-4.8020819284E+000	9.0004826294E+003	4.7960351976E+000	-3.6392976407E-002	-1.7762010419E+002	2.8990598717E-007	-1.8272236707E-006	1.0000000000E+000	6	144	288	266	65	28	0.07919	288	267	30	29	0.08325	288	233	6	26	0.12296	288	234	58	26	0.31221	1.43
3321b_3172_03~0075	"04/20/13 11:46:45"	D:/CGA/Users/Dugal/MSc	20004	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	18.046002	9.977983	87.037005	17.897175	-10.301258	93.347403	-18.056114	-9.990662	-93.420463	-17.888587	10.315001	-87.158837	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9790639226E-001	-3.9210107074E-003	3.0693247573E+003	8.0201581659E-004	-1.0002234772E+000	2.0341201676E+003	2.2743870699E-007	-2.1194952925E-006	1.0000000000E+000	-9.9718062236E-001	-6.8111024279E-003	3.0700733800E+003	2.5800776865E-003	-1.0004086937E+000	2.0270888681E+003	2.8834022370E-007	-2.8994628891E-006	1.0000000000E+000	9.9874839723E-001	-5.1401481346E-003	6.0986125147E+000	3.2293637755E-003	9.9733181718E-001	-1.0949356954E+000	1.2621078155E-007	-1.4113748461E-006	1.0000000000E+000	-2.2774843546E-002	-4.8020053226E+000	9.0002774138E+003	4.7962394743E+000	-3.5023556153E-002	-1.7868591927E+002	2.4689333831E-007	-1.6843890888E-006	1.0000000000E+000	1	143	288	275	53	28	0.08399	288	275	25	27	0.08198	288	222	10	30	0.11177	288	252	46	30	0.28376	1.83
3321b_3172_03~0076	"04/20/13 11:47:43"	D:/CGA/Users/Dugal/MSc	20005	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	18.046156	9.978013	87.036966	17.897232	-10.301300	93.347227	-18.056159	-9.990553	-93.420666	-17.888737	10.314894	-87.158343	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9800396437E-001	-3.8124840111E-003	3.0694138477E+003	7.4110366616E-004	-1.0001072532E+000	2.0341039701E+003	1.8188655736E-007	-2.0378543180E-006	1.0000000000E+000	-9.9730830248E-001	-6.6801217005E-003	3.0701553036E+003	2.4441420082E-003	-1.0002562007E+000	2.0270947620E+003	2.2517294802E-007	-2.8185125316E-006	1.0000000000E+000	9.9881772606E-001	-5.3356065635E-003	6.3150446291E+000	3.2426757394E-003	9.9728225614E-001	-1.1544424569E+000	1.7814241557E-007	-1.4653180835E-006	1.0000000000E+000	-2.2420765227E-002	-4.8024487485E+000	9.0004978042E+003	4.7967363824E+000	-3.6069219483E-002	-1.7836675424E+002	3.0573405583E-007	-1.7967116133E-006	1.0000000000E+000	1	143	288	271	36	31	0.06649	288	271	20	36	0.06067	288	225	8	32	0.13078	288	229	45	34	0.27498	2.08
3321b_3172_03~0077	"04/20/13 11:48:41"	D:/CGA/Users/Dugal/MSc	20006	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	18.046032	9.977919	87.037020	17.896866	-10.301274	93.347154	-18.055667	-9.990489	-93.420509	-17.888740	10.314857	-87.158399	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9785177892E-001	-3.9281273626E-003	3.0692272605E+003	7.4689303031E-004	-1.0002488761E+000	2.0342302686E+003	2.1482372401E-007	-2.1165854526E-006	1.0000000000E+000	-9.9726970243E-001	-6.6624133723E-003	3.0701971113E+003	2.4500486046E-003	-1.0004208149E+000	2.0273584033E+003	2.6286884274E-007	-2.7910912178E-006	1.0000000000E+000	9.9889526143E-001	-5.2615524835E-003	6.1273080931E+000	3.2537251766E-003	9.9717646696E-001	-1.0739792543E+000	1.9647338125E-007	-1.4702485464E-006	1.0000000000E+000	-2.2952800676E-002	-4.8014395950E+000	9.0005132260E+003	4.7955456019E+000	-3.5956060382E-002	-1.7748163806E+002	2.5338454660E-007	-1.8139895361E-006	1.0000000000E+000	6	144	288	282	23	23	0.06605	288	284	8	24	0.06263	288	239	4	34	0.14320	288	265	52	41	0.24787	2.34
3321b_3172_03~0078	"04/20/13 11:49:39"	D:/CGA/Users/Dugal/MSc	20007	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	18.045818	9.977836	87.037087	17.896488	-10.301151	93.347529	-18.055756	-9.990520	-93.420886	-17.888074	10.314880	-87.160836	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9784850701E-001	-3.8422668720E-003	3.0693393620E+003	8.5667955845E-004	-1.0002376392E+000	2.0342171416E+003	2.6403267800E-007	-2.0695860264E-006	1.0000000000E+000	-9.9717791461E-001	-6.8768066618E-003	3.0700567041E+003	2.4902187089E-003	-1.0003324149E+000	2.0271115691E+003	2.3430473732E-007	-2.9100304248E-006	1.0000000000E+000	9.9907132133E-001	-4.9788173837E-003	5.7942863006E+000	3.2622721071E-003	9.9749643406E-001	-1.2454697536E+000	2.1166694335E-007	-1.3423033513E-006	1.0000000000E+000	-2.2704248267E-002	-4.8020693103E+000	9.0012244446E+003	4.7970235078E+000	-3.5311710160E-002	-1.7896118424E+002	2.9837208386E-007	-1.6880750185E-006	1.0000000000E+000	6	144	288	284	11	37	0.06663	288	284	6	34	0.06550	288	237	2	31	0.14430	288	300	89	36	0.26803	1.64
3321b_3172_03~0079	"04/20/13 11:50:44"	D:/CGA/Users/Dugal/MSc	20008	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	18.046055	9.977769	87.037063	17.896362	-10.302267	93.344024	-18.056210	-9.989697	-93.423908	-17.887644	10.315269	-87.161950	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9799286497E-001	-3.7712598473E-003	3.0694700696E+003	7.1446226727E-004	-1.0002212473E+000	2.0343060814E+003	2.2609299475E-007	-2.0094265878E-006	1.0000000000E+000	-9.9723158284E-001	-6.6696012466E-003	3.0699361538E+003	2.3415656089E-003	-1.0002301857E+000	2.0271306266E+003	2.0194283500E-007	-2.8364222185E-006	1.0000000000E+000	9.9873910351E-001	-5.2864938984E-003	6.2864166795E+000	3.1916710680E-003	9.9717724246E-001	-1.1353734955E+000	1.4989586718E-007	-1.4741503321E-006	1.0000000000E+000	-2.2821670452E-002	-4.8021099615E+000	9.0011291548E+003	4.7965230633E+000	-3.6383165722E-002	-1.7764659488E+002	2.8247008504E-007	-1.7553786744E-006	1.0000000000E+000	6	144	288	280	33	34	0.07436	288	281	13	37	0.06670	288	251	3	29	0.13489	288	247	62	33	0.24715	1.32
3321b_3172_03~0080	"04/20/13 11:51:43"	D:/CGA/Users/Dugal/MSc	20009	16.0	8.0	7.7	8.7	7.8	4.8	4.8	6.5	6.5	6.5	Auto	Auto	Auto	Auto	Auto	18.045699	9.977418	87.037244	17.896253	-10.301511	93.346861	-18.055716	-9.989794	-93.423541	-17.887724	10.314943	-87.162745	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9792814686E-001	-3.8073324079E-003	3.0693915191E+003	8.1351915823E-004	-1.0002749723E+000	2.0342566991E+003	2.5077547361E-007	-2.0441705976E-006	1.0000000000E+000	-9.9730441646E-001	-6.6009182046E-003	3.0701742706E+003	2.4463694427E-003	-1.0003828539E+000	2.0272626863E+003	2.5345850977E-007	-2.7839233661E-006	1.0000000000E+000	9.9877948875E-001	-5.2231739324E-003	6.1228759242E+000	3.1801033628E-003	9.9706600979E-001	-1.0774707339E+000	1.4303433188E-007	-1.4654421387E-006	1.0000000000E+000	-2.2594264359E-002	-4.8022186968E+000	9.0015036475E+003	4.7972732012E+000	-3.4791496510E-002	-1.7967050073E+002	3.0067858369E-007	-1.6694545392E-006	1.0000000000E+000	6	144	288	280	39	33	0.06918	288	281	21	32	0.07437	288	243	9	30	0.13964	288	236	65	26	0.31386	2.06
3321b_3172_03~0081	"04/20/13 11:52:41"	D:/CGA/Users/Dugal/MSc	20010	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	18.045847	9.977393	87.036903	17.896345	-10.301232	93.346899	-18.055809	-9.989913	-93.423013	-17.887888	10.314800	-87.161565	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9798695758E-001	-3.8885761137E-003	3.0696961861E+003	8.9045122503E-004	-1.0003498844E+000	2.0343178888E+003	3.0205060700E-007	-2.0509872006E-006	1.0000000000E+000	-9.9723164544E-001	-6.8079051621E-003	3.0703843292E+003	2.5858612047E-003	-1.0004747894E+000	2.0272671261E+003	3.4863762303E-007	-2.8656793022E-006	1.0000000000E+000	9.9883801127E-001	-5.2754107526E-003	6.1330733097E+000	3.1932938021E-003	9.9718389138E-001	-1.2106229383E+000	1.9743724960E-007	-1.5281299222E-006	1.0000000000E+000	-2.2363923317E-002	-4.8027241972E+000	9.0015998242E+003	4.7973509622E+000	-3.4930057758E-002	-1.7948476016E+002	3.0452469620E-007	-1.6486566325E-006	1.0000000000E+000	6	144	288	278	36	29	0.07586	288	278	24	30	0.08323	288	248	2	34	0.14822	288	289	97	29	0.29601	0.91
3321b_3172_03~0082	"04/20/13 11:53:40"	D:/CGA/Users/Dugal/MSc	20011	16.0	8.0	7.7	8.7	7.8	5.0	5.0	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	18.046186	9.977804	87.036707	17.897014	-10.301357	93.347298	-18.055943	-9.990781	-93.419265	-17.888813	10.315357	-87.159758	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9800138963E-001	-3.7973883912E-003	3.0696262115E+003	8.0460647819E-004	-1.0002351342E+000	2.0342721910E+003	2.6516900532E-007	-1.9989239050E-006	1.0000000000E+000	-9.9725144804E-001	-6.6858457144E-003	3.0701096658E+003	2.4296579027E-003	-1.0002835838E+000	2.0271304884E+003	2.4160773578E-007	-2.8255832149E-006	1.0000000000E+000	9.9887175236E-001	-5.2709734444E-003	6.1599484074E+000	3.2445978277E-003	9.9715245788E-001	-1.2402916206E+000	2.0169136630E-007	-1.4910297416E-006	1.0000000000E+000	-2.2797687842E-002	-4.8012014982E+000	8.9998636131E+003	4.7952102163E+000	-3.6031748441E-002	-1.7722364915E+002	2.1489935884E-007	-1.7974572233E-006	1.0000000000E+000	6	144	288	280	33	40	0.07675	288	281	12	33	0.07945	288	241	3	37	0.13668	288	249	72	30	0.30331	2.85
3321b_3172_03~0083	"04/20/13 11:54:38"	D:/CGA/Users/Dugal/MSc	20012	16.0	8.0	7.7	8.7	7.8	5.0	5.0	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	18.046088	9.978003	87.036982	17.897222	-10.301356	93.348134	-18.055919	-9.990774	-93.420003	-17.888923	10.315160	-87.157667	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9797317860E-001	-3.8051334948E-003	3.0694037932E+003	7.5945020238E-004	-1.0002363216E+000	2.0342551483E+003	2.2131121008E-007	-2.0601710919E-006	1.0000000000E+000	-9.9737139326E-001	-6.5456691496E-003	3.0702612002E+003	2.4094298210E-003	-1.0003469519E+000	2.0272870090E+003	2.3089464722E-007	-2.7424120503E-006	1.0000000000E+000	9.9893363592E-001	-5.2055111772E-003	6.0605817402E+000	3.2384214100E-003	9.9722991232E-001	-1.2154491586E+000	1.9735251432E-007	-1.4699926083E-006	1.0000000000E+000	-2.2600661355E-002	-4.8021281644E+000	9.0009183127E+003	4.7971015516E+000	-3.4821029435E-002	-1.7987984695E+002	2.8031302823E-007	-1.6875009243E-006	1.0000000000E+000	6	144	288	277	50	28	0.07283	288	277	19	35	0.07552	288	251	8	28	0.12922	288	281	72	38	0.27297	2.86
3321b_3172_03~0084	"04/20/13 11:55:37"	D:/CGA/Users/Dugal/MSc	20013	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	18.045946	9.977493	87.037172	17.896292	-10.301251	93.346839	-18.055789	-9.990154	-93.421888	-17.887970	10.314946	-87.162339	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9802990483E-001	-3.8125186886E-003	3.0697636809E+003	9.4413425279E-004	-1.0003226107E+000	2.0342204050E+003	3.1155227919E-007	-2.0179785638E-006	1.0000000000E+000	-9.9723925209E-001	-6.7438717328E-003	3.0702568389E+003	2.5925984561E-003	-1.0003946413E+000	2.0271083474E+003	3.0758162710E-007	-2.8479528065E-006	1.0000000000E+000	9.9894243362E-001	-5.2092070160E-003	6.0276211342E+000	3.2057455391E-003	9.9712550177E-001	-1.0832353110E+000	2.1007695547E-007	-1.4987740139E-006	1.0000000000E+000	-2.2433046122E-002	-4.8015740723E+000	9.0000364050E+003	4.7967460250E+000	-3.5139994499E-002	-1.7912541634E+002	2.8406629871E-007	-1.7072543740E-006	1.0000000000E+000	6	144	288	282	50	29	0.07462	288	282	21	32	0.07500	288	261	10	23	0.12418	288	280	80	32	0.29596	1.16
3321b_3172_03~0085	"04/20/13 11:56:35"	D:/CGA/Users/Dugal/MSc	20014	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	18.045861	9.977653	87.036818	17.896516	-10.301767	93.346878	-18.056215	-9.989967	-93.423356	-17.887646	10.315175	-87.162208	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9780044139E-001	-3.9087128923E-003	3.0690943887E+003	8.3137531285E-004	-1.0001937781E+000	2.0340825250E+003	2.2705371955E-007	-2.1425124842E-006	1.0000000000E+000	-9.9727709667E-001	-6.6507042482E-003	3.0702771112E+003	2.5487190928E-003	-1.0004349509E+000	2.0272576108E+003	2.9750297724E-007	-2.7967643471E-006	1.0000000000E+000	9.9901618992E-001	-5.2577867231E-003	6.0099383631E+000	3.2388495953E-003	9.9709724834E-001	-9.9069082231E-001	2.2544642278E-007	-1.4705512918E-006	1.0000000000E+000	-2.2321418313E-002	-4.8022486962E+000	9.0000391347E+003	4.7969132202E+000	-3.6220491100E-002	-1.7819886410E+002	3.2012198542E-007	-1.7678334643E-006	1.0000000000E+000	3	143	288	266	52	24	0.07602	288	267	36	40	0.07858	288	261	9	29	0.12268	288	251	88	26	0.33272	1.99
3321b_3172_03~0086	"04/20/13 11:57:34"	D:/CGA/Users/Dugal/MSc	20015	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	18.045909	9.977785	87.037086	17.896828	-10.301204	93.347114	-18.055842	-9.990474	-93.421175	-17.888420	10.314937	-87.159921	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9787823368E-001	-3.8961764625E-003	3.0695263905E+003	9.5717336321E-004	-1.0004195802E+000	2.0343103457E+003	3.2474589114E-007	-2.0825867017E-006	1.0000000000E+000	-9.9716669411E-001	-6.7262980689E-003	3.0699996768E+003	2.5844770230E-003	-1.0004450635E+000	2.0271517546E+003	2.8558153088E-007	-2.8760822436E-006	1.0000000000E+000	9.9869764821E-001	-5.4313575972E-003	6.1189952797E+000	3.2809731107E-003	9.9688446681E-001	-8.0810560642E-001	1.2413063497E-007	-1.5908318282E-006	1.0000000000E+000	-2.2340064379E-002	-4.8021734901E+000	8.9999046257E+003	4.7962953290E+000	-3.5748909381E-002	-1.7830587580E+002	3.0549525310E-007	-1.8365307412E-006	1.0000000000E+000	2	144	288	280	91	26	0.07337	288	280	66	28	0.07959	288	271	240	5	0.06626	288	254	85	29	0.26878	1.67
3321b_3172_03~0087	"04/20/13 11:58:33"	D:/CGA/Users/Dugal/MSc	20016	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	18.045910	9.978008	87.037015	17.897210	-10.301046	93.347855	-18.055756	-9.990685	-93.420090	-17.888887	10.314758	-87.158088	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9783298921E-001	-3.8892984919E-003	3.0692731351E+003	8.3297257121E-004	-1.0002391665E+000	2.0341558964E+003	2.3712500452E-007	-2.0617901191E-006	1.0000000000E+000	-9.9722299951E-001	-6.6819315979E-003	3.0701245247E+003	2.4881736304E-003	-1.0004093008E+000	2.0272853097E+003	2.6394198005E-007	-2.8120703595E-006	1.0000000000E+000	9.9916024322E-001	-4.9804848586E-003	5.5981199239E+000	3.3159712820E-003	9.9748519875E-001	-9.0773213815E-001	1.8385478335E-007	-1.2827698602E-006	1.0000000000E+000	-2.2241768748E-002	-4.8027398400E+000	9.0009468941E+003	4.7980104921E+000	-3.5216328410E-002	-1.7959985507E+002	3.4500605245E-007	-1.6577174733E-006	1.0000000000E+000	2	143	288	274	87	22	0.07161	288	277	86	22	0.07411	288	273	239	7	0.06428	288	237	88	17	0.30206	2.22
3321b_3172_03~0088	"04/20/13 11:59:31"	D:/CGA/Users/Dugal/MSc	20017	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	18.045894	9.977582	87.037154	17.896226	-10.301242	93.347043	-18.055698	-9.990080	-93.422524	-17.887923	10.314771	-87.161592	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9791188555E-001	-3.9070530469E-003	3.0692209472E+003	6.9940046700E-004	-1.0001219807E+000	2.0341532429E+003	1.8556675695E-007	-2.1484636545E-006	1.0000000000E+000	-9.9717332859E-001	-6.7486580603E-003	3.0699766171E+003	2.4946191239E-003	-1.0003314828E+000	2.0271480199E+003	2.7082019065E-007	-2.9157010570E-006	1.0000000000E+000	9.9917327539E-001	-5.1929321099E-003	5.7038051144E+000	3.3331559599E-003	9.9739671494E-001	-9.6233350327E-001	2.5949946471E-007	-1.4787657272E-006	1.0000000000E+000	-2.2665297807E-002	-4.8018843392E+000	9.0004531857E+003	4.7961056205E+000	-3.6151032590E-002	-1.7802984052E+002	2.7209809789E-007	-1.7860242747E-006	1.0000000000E+000	6	144	288	276	61	26	0.08366	288	278	58	25	0.07617	288	271	226	10	0.06476	288	260	50	34	0.27278	1.65
3321b_3172_03~0089	"04/20/13 12:00:33"	D:/CGA/Users/Dugal/MSc	20018	16.0	8.0	7.7	8.7	7.8	5.0	5.0	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	18.045834	9.977692	87.037130	17.896608	-10.301378	93.347445	-18.055801	-9.990310	-93.421838	-17.888157	10.315044	-87.161392	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9802534091E-001	-3.7534877424E-003	3.0696744218E+003	8.6962686499E-004	-1.0002441322E+000	2.0342543423E+003	2.8396228577E-007	-1.9925874064E-006	1.0000000000E+000	-9.9731820831E-001	-6.6218515535E-003	3.0701750447E+003	2.4407562591E-003	-1.0002527026E+000	2.0271205282E+003	2.1859084776E-007	-2.7805701122E-006	1.0000000000E+000	9.9878838428E-001	-5.1800079502E-003	5.9286694359E+000	3.1605849682E-003	9.9700345667E-001	-4.7103189201E-001	9.7723442363E-008	-1.4379379455E-006	1.0000000000E+000	-2.2706647600E-002	-4.8025164093E+000	9.0013076557E+003	4.7965725612E+000	-3.5619281989E-002	-1.7854672172E+002	2.6832227556E-007	-1.7139884264E-006	1.0000000000E+000	6	144	288	272	57	29	0.07810	288	272	43	31	0.07430	288	268	230	8	0.07421	288	247	70	25	0.24271	1.37
3321b_3172_03~0090	"04/20/13 12:01:30"	D:/CGA/Users/Dugal/MSc	20019	16.0	8.0	7.7	8.7	7.8	5.0	5.0	6.7	6.7	6.7	Auto	Auto	Auto	Auto	Auto	18.045686	9.977927	87.037083	17.896534	-10.300953	93.347619	-18.055109	-9.990948	-93.418117	-17.888671	10.314959	-87.159053	successful	successful	Good	Good	Good	successful	successful	successful	successful	-9.9800035589E-001	-3.8290228795E-003	3.0695295422E+003	8.1399445444E-004	-1.0002513179E+000	2.0341860623E+003	2.3612015379E-007	-2.0313995644E-006	1.0000000000E+000	-9.9717903381E-001	-6.7846050672E-003	3.0699600807E+003	2.5218576259E-003	-1.0002953399E+000	2.0270342567E+003	2.5159200667E-007	-2.9221042375E-006	1.0000000000E+000	9.9914357360E-001	-5.3946436845E-003	6.0398494578E+000	3.4035712416E-003	9.9715955682E-001	-8.4295232038E-001	2.5673169214E-007	-1.4958902055E-006	1.0000000000E+000	-2.2298705708E-002	-4.8018587946E+000	8.9997637793E+003	4.7962356116E+000	-3.5908465162E-002	-1.7827986684E+002	2.8252776380E-007	-1.8043646844E-006	1.0000000000E+000	6	144	288	277	62	30	0.08486	288	277	41	22	0.07741	288	274	242	5	0.08192	288	245	56	28	0.28981	1.57
